寻 O
求 O
能 O
够 O
极 O
大 O
促 O
进 O
生 O
产 O
力 O
发 O
展 O
的 O
公 O
有 O
制 O
实 O
现 O
形 O
式 O
， O
大 O
胆 O
采 O
用 O
股 O
份 O
制 O
、 O
股 O
份 O
合 O
作 O
制 O
。 O
采 O
用 O
股 O
份 O
制 O
， O
筹 O
集 O
资 O
金 O
， O
把 O
分 O
散 O
的 O
个 O
别 O
资 O
本 O
甚 O
至 O
外 O
资 O
集 O
中 O
为 O
巨 O
额 O
的 O
社 O
会 O
资 O
本 O
， O
并 O
在 O
股 O
东 O
、 O
股 O
民 O
和 O
社 O
会 O
的 O
监 O
督 O
下 O
， O
直 O
接 O
进 O
入 O
市 O
场 O
， O
参 O
与 O
竞 O
争 O
， O
自 O
求 O
生 O
存 O
， O
强 O
化 O
了 O
自 O
我 O
约 O
束 O
机 O
制 O
。 O
采 O
用 O
股 O
份 O
合 O
作 O
制 O
， O
实 O
行 O
“ O
劳 O
者 O
有 O
其 O
股 O
” O
， O
劳 O
动 O
者 O
成 O
为 O
企 O
业 O
财 O
产 O
的 O
主 O
人 O
， O
又 O
把 O
劳 O
动 O
联 O
合 O
与 O
资 O
本 O
联 O
合 O
、 O
按 O
劳 O
分 O
配 O
与 O
按 O
生 O
产 O
要 O
素 O
分 O
配 O
结 O
合 O
起 O
来 O
， O
充 O
分 O
调 O
动 O
了 O
劳 O
动 O
者 O
和 O
生 O
产 O
要 O
素 O
所 O
有 O
者 O
的 O
积 O
极 O
性 O
。 O
采 O
取 O
出 O
售 O
的 O
形 O
式 O
， O
原 O
来 O
实 O
物 O
形 O
态 O
的 O
国 O
有 O
资 O
产 O
， O
经 O
过 O
评 O
估 O
， O
出 O
售 O
出 O
去 O
， O
用 O
于 O
重 O
点 O
工 O
程 O
和 O
技 O
术 O
改 O
造 O
的 O
投 O
资 O
， O
购 O
买 O
者 O
又 O
努 O
力 O
经 O
营 O
， O
发 O
挥 O
和 O
提 O
高 O
原 O
有 O
资 O
本 O
的 O
运 O
作 O
效 O
率 O
。 O
正 O
是 O
改 O
革 O
， O
带 O
来 O
了 O
[ O
刘 B_NT
桥 I
一 I
矿 I
大 O
好 O
的 O
发 O
展 O
机 O
遇 O
。 O
现 O
在 O
， O
该 O
矿 O
在 O
十 O
五 O
大 O
精 O
神 O
指 O
引 O
下 O
， O
实 O
行 O
公 O
司 O
制 O
改 O
革 O
， O
[ O
皖 B_NT
北 I
矿 I
务 I
局 I
和 O
[ O
刘 B_NT
桥 I
一 I
矿 I
以 O
资 O
本 O
为 O
纽 O
带 O
， O
按 O
照 O
母 O
子 O
公 O
司 O
框 O
架 O
建 O
立 O
新 O
的 O
关 O
系 O
， O
即 O
将 O
矿 O
务 O
局 O
改 O
组 O
为 O
集 O
团 O
公 O
司 O
， O
对 O
集 O
团 O
国 O
有 O
资 O
产 O
的 O
保 O
值 O
增 O
值 O
承 O
担 O
责 O
任 O
； O
[ O
刘 B_NT
桥 I
一 I
矿 I
改 O
组 O
为 O
全 O
资 O
公 O
司 O
并 O
向 O
股 O
份 O
有 O
限 O
公 O
司 O
发 O
展 O
， O
从 O
而 O
拥 O
有 O
法 O
人 O
地 O
位 O
和 O
必 O
要 O
的 O
经 O
营 O
自 O
主 O
权 O
， O
给 O
它 O
插 O
上 O
腾 O
飞 O
的 O
翅 O
膀 O
。 O

坚 O
持 O
共 O
同 O
富 O
裕 O
不 O
动 O
摇 O
， O
创 O
造 O
新 O
的 O
企 O
业 O
发 O
展 O
模 O
式 O

共 O
同 O
富 O
裕 O
是 O
社 O
会 O
主 O
义 O
的 O
本 O
质 O
特 O
征 O
， O
是 O
社 O
会 O
主 O
义 O
社 O
会 O
的 O
发 O
展 O
目 O
标 O
， O
从 O
一 O
定 O
意 O
义 O
上 O
讲 O
， O
也 O
是 O
国 O
有 O
企 O
业 O
生 O
产 O
和 O
经 O
营 O
的 O
目 O
的 O
。 O
[ O
刘 B_NT
桥 I
一 I
矿 I
是 O
如 O
何 O
坚 O
持 O
共 O
同 O
富 O
裕 O
原 O
则 O
的 O
呢 O
？ O

第 O
一 O
， O
贯 O
彻 O
按 O
劳 O
分 O
配 O
原 O
则 O
， O
既 O
把 O
蛋 O
糕 O
做 O
大 O
， O
又 O
把 O
蛋 O
糕 O
切 O
好 O
。 O
改 O
革 O
分 O
配 O
制 O
度 O
， O
认 O
真 O
贯 O
彻 O
按 O
劳 O
分 O
配 O
原 O
则 O
， O
极 O
大 O
地 O
调 O
动 O
了 O
职 O
工 O
的 O
积 O
极 O
性 O
。 O
贯 O
彻 O
按 O
劳 O
分 O
配 O
原 O
则 O
， O
重 O
要 O
的 O
一 O
条 O
就 O
是 O
坚 O
持 O
效 O
率 O
优 O
先 O
、 O
兼 O
顾 O
公 O
平 O
。 O
坚 O
持 O
效 O
率 O
优 O
先 O
， O
实 O
质 O
就 O
是 O
发 O
展 O
生 O
产 O
力 O
优 O
先 O
， O
就 O
是 O
坚 O
持 O
使 O
劳 O
动 O
者 O
的 O
劳 O
动 O
贡 O
献 O
和 O
劳 O
动 O
报 O
酬 O
紧 O
密 O
结 O
合 O
起 O
来 O
， O
打 O
破 O
平 O
均 O
主 O
义 O
的 O
分 O
配 O
方 O
式 O
， O
拉 O
开 O
收 O
入 O
差 O
距 O
， O
并 O
把 O
职 O
工 O
富 O
裕 O
程 O
度 O
的 O
差 O
别 O
主 O
要 O
建 O
立 O
在 O
劳 O
动 O
差 O
别 O
和 O
贡 O
献 O
大 O
小 O
的 O
基 O
础 O
之 O
上 O
， O
激 O
发 O
劳 O
动 O
者 O
的 O
积 O
极 O
性 O
。 O
同 O
时 O
， O
公 O
平 O
又 O
是 O
提 O
高 O
效 O
率 O
的 O
保 O
证 O
， O
只 O
有 O
收 O
入 O
分 O
配 O
公 O
平 O
合 O
理 O
， O
才 O
能 O
激 O
发 O
职 O
工 O
尽 O
可 O
能 O
全 O
面 O
地 O
发 O
挥 O
自 O
己 O
的 O
积 O
极 O
性 O
、 O
主 O
动 O
性 O
和 O
创 O
造 O
性 O
。 O
他 O
们 O
自 O
１ O
９ O
９ O
３ O
年 O
以 O
来 O
， O
认 O
真 O
建 O
立 O
起 O
按 O
劳 O
分 O
配 O
为 O
主 O
体 O
、 O
效 O
率 O
优 O
先 O
、 O
兼 O
顾 O
公 O
平 O
的 O
收 O
入 O
分 O
配 O
制 O
度 O
， O
实 O
行 O
定 O
编 O
、 O
定 O
员 O
、 O
定 O
岗 O
、 O
定 O
薪 O
的 O
科 O
学 O
管 O
理 O
原 O
则 O
， O
向 O
生 O
产 O
一 O
线 O
倾 O
斜 O
， O
向 O
科 O
技 O
人 O
员 O
倾 O
斜 O
， O
向 O
苦 O
脏 O
累 O
险 O
岗 O
位 O
倾 O
斜 O
， O
从 O
而 O
把 O
蛋 O
糕 O
做 O
得 O
大 O
， O
切 O
得 O
好 O
。 O
目 O
前 O
， O
该 O
矿 O
井 O
下 O
与 O
地 O
面 O
分 O
配 O
比 O
例 O
为 O
１ O
． O
９ O
∶ O
１ O
， O
极 O
大 O
地 O
调 O
动 O
了 O
一 O
线 O
职 O
工 O
的 O
劳 O
动 O
积 O
极 O
性 O
。 O
同 O
时 O
， O
他 O
们 O
把 O
产 O
量 O
、 O
安 O
全 O
、 O
质 O
量 O
与 O
分 O
配 O
捆 O
在 O
一 O
起 O
， O
实 O
行 O
６ O
∶ O
２ O
∶ O
２ O
的 O
结 O
构 O
工 O
资 O
制 O
， O
有 O
效 O
地 O
引 O
导 O
职 O
工 O
既 O
重 O
产 O
量 O
又 O
重 O
质 O
量 O
、 O
重 O
效 O
益 O
。 O

第 O
二 O
， O
把 O
按 O
劳 O
分 O
配 O
和 O
按 O
生 O
产 O
要 O
素 O
分 O
配 O
结 O
合 O
起 O
来 O
。 O
非 O
煤 O
产 O
业 O
由 O
于 O
采 O
取 O
股 O
份 O
制 O
、 O
股 O
份 O
合 O
作 O
制 O
等 O
灵 O
活 O
多 O
样 O
的 O
组 O
织 O
形 O
式 O
和 O
经 O
营 O
方 O
式 O
， O
因 O
此 O
， O
在 O
分 O
配 O
形 O
式 O
上 O
， O
也 O
实 O
行 O
按 O
劳 O
分 O
配 O
以 O
外 O
的 O
其 O
他 O
分 O
配 O
方 O
式 O
， O
如 O
按 O
生 O
产 O
要 O
素 O
分 O
配 O
。 O
把 O
按 O
劳 O
分 O
配 O
和 O
按 O
生 O
产 O
要 O
素 O
分 O
配 O
结 O
合 O
起 O
来 O
， O
就 O
是 O
在 O
收 O
入 O
分 O
配 O
中 O
， O
不 O
仅 O
调 O
动 O
劳 O
动 O
投 O
入 O
的 O
质 O
和 O
量 O
并 O
使 O
之 O
取 O
得 O
相 O
应 O
的 O
报 O
酬 O
， O
同 O
时 O
也 O
调 O
动 O
资 O
本 O
、 O
技 O
术 O
、 O
信 O
息 O
、 O
土 O
地 O
等 O
生 O
产 O
要 O
素 O
投 O
入 O
的 O
质 O
和 O
量 O
并 O
使 O
之 O
取 O
得 O
相 O
当 O
的 O
报 O
酬 O
。 O
例 O
如 O
： O
债 O
权 O
人 O
可 O
以 O
取 O
得 O
利 O
息 O
收 O
入 O
、 O
股 O
息 O
分 O
红 O
； O
技 O
术 O
人 O
员 O
可 O
以 O
通 O
过 O
提 O
供 O
高 O
新 O
技 O
术 O
和 O
信 O
息 O
资 O
料 O
取 O
得 O
收 O
入 O
。 O
在 O
社 O
会 O
主 O
义 O
市 O
场 O
经 O
济 O
条 O
件 O
下 O
， O
只 O
有 O
把 O
按 O
劳 O
分 O
配 O
和 O
按 O
生 O
产 O
要 O
素 O
分 O
配 O
结 O
合 O
起 O
来 O
， O
才 O
能 O
有 O
利 O
于 O
优 O
化 O
资 O
源 O
配 O
置 O
、 O
促 O
进 O
企 O
业 O
发 O
展 O
和 O
共 O
同 O
富 O
裕 O
。 O
[ O
刘 B_NT
桥 I
一 I
矿 I
坚 O
持 O
按 O
劳 O
分 O
配 O
为 O
主 O
体 O
、 O
多 O
种 O
分 O
配 O
方 O
式 O
并 O
存 O
的 O
制 O
度 O
， O
极 O
大 O
地 O
调 O
动 O
了 O
资 O
金 O
、 O
技 O
术 O
、 O
土 O
地 O
等 O
生 O
产 O
要 O
素 O
所 O
有 O
者 O
共 O
创 O
“ O
刘 O
一 O
经 O
济 O
区 O
” O
的 O
积 O
极 O
性 O
。 O
比 O
如 O
， O
该 O
矿 O
[ O
安 B_NT
徽 I
大 I
展 I
电 I
力 I
有 I
限 I
公 I
司 I
兴 O
建 O
的 O
总 O
投 O
资 O
３ O
． O
７ O
５ O
亿 O
元 O
的 O
电 O
厂 O
， O
吸 O
收 O
[ O
美 B_NT
国 I
电 I
力 I
能 I
源 I
公 I
司 I
９ O
０ O
％ O
资 O
金 O
； O
投 O
资 O
３ O
６ O
０ O
万 O
元 O
的 O
[ O
美 B_NT
耐 I
瓷 I
厂 I
， O
吸 O
收 O
福 B_NS
建 I
泉 B_NS
州 I
５ O
０ O
％ O
资 O
金 O
； O
租 O
赁 O
承 O
包 O
濉 B_NS
溪 I
县 I
杨 B_NS
家 I
湖 I
１ O
６ O
０ O
０ O
亩 O
农 O
场 O
３ O
０ O
年 O
。 O
这 O
些 O
生 O
产 O
要 O
素 O
向 O
[ O
刘 B_NT
桥 I
一 I
矿 I
的 O
涌 O
入 O
， O
使 O
该 O
矿 O
非 O
煤 O
产 O
业 O
的 O
发 O
展 O
呈 O
现 O
广 O
阔 O
的 O
前 O
景 O
。 O

第 O
三 O
， O
坚 O
持 O
聚 O
心 O
成 O
业 O
， O
使 O
企 O
业 O
发 O
展 O
与 O
职 O
工 O
富 O
裕 O
相 O
互 O
促 O
进 O
。 O
[ O
刘 B_NT
桥 I
一 I
矿 I
坚 O
持 O
马 B_NR
克 I
思 I
扩 I
大 I
扩 O
大 O
再 O
生 O
产 O
理 O
论 O
， O
使 O
企 O
业 O
工 O
资 O
增 O
长 O
切 O
实 O
做 O
到 O
“ O
两 O
个 O
低 O
于 O
” O
， O
即 O
企 O
业 O
工 O
资 O
总 O
额 O
增 O
长 O
幅 O
度 O
低 O
于 O
本 O
企 O
业 O
经 O
济 O
效 O
益 O
增 O
长 O
幅 O
度 O
， O
职 O
工 O
实 O
际 O
平 O
均 O
工 O
资 O
增 O
长 O
幅 O
度 O
低 O
于 O
本 O
企 O
业 O
劳 O
动 O
生 O
产 O
率 O
增 O
长 O
幅 O
度 O
。 O
但 O
是 O
， O
他 O
们 O
又 O
深 O
深 O
地 O
懂 O
得 O
， O
企 O
业 O
发 O
展 O
所 O
产 O
生 O
的 O
利 O
润 O
也 O
决 O
不 O
能 O
全 O
部 O
用 O
于 O
扩 O
大 O
再 O
生 O
产 O
， O
必 O
须 O
坚 O
持 O
在 O
生 O
产 O
发 O
展 O
和 O
效 O
益 O
提 O
高 O
的 O
基 O
础 O
上 O
， O
逐 O
步 O
增 O
加 O
职 O
工 O
的 O
实 O
际 O
收 O
入 O
， O
提 O
高 O
职 O
工 O
生 O
活 O
水 O
平 O
。 O
这 O
样 O
， O
职 O
工 O
才 O
能 O
体 O
会 O
到 O
发 O
展 O
的 O
价 O
值 O
和 O
意 O
义 O
， O
焕 O
发 O
出 O
生 O
产 O
的 O
积 O
极 O
性 O
， O
为 O
企 O
业 O
的 O
发 O
展 O
注 O
入 O
强 O
大 O
的 O
生 O
机 O
和 O
活 O
力 O
。 O
提 O
高 O
职 O
工 O
生 O
活 O
水 O
平 O
， O
不 O
仅 O
要 O
提 O
高 O
工 O
资 O
的 O
货 O
币 O
收 O
入 O
， O
还 O
要 O
尽 O
心 O
尽 O
力 O
为 O
职 O
工 O
办 O
实 O
事 O
， O
改 O
善 O
职 O
工 O
的 O
工 O
作 O
条 O
件 O
、 O
生 O
活 O
条 O
件 O
。 O
[ O
刘 B_NT
桥 I
一 I
矿 I
几 O
年 O
来 O
发 O
扬 O
艰 O
苦 O
创 O
业 O
精 O
神 O
， O
在 O
保 O
证 O
企 O
业 O
实 O
现 O
扩 O
大 O
再 O
生 O
产 O
的 O
前 O
提 O
下 O
， O
努 O
力 O
提 O
高 O
职 O
工 O
的 O
生 O
活 O
水 O
平 O
， O
不 O
仅 O
职 O
工 O
工 O
资 O
逐 O
步 O
提 O
高 O
， O
而 O
且 O
为 O
职 O
工 O
办 O
了 O
许 O
多 O
实 O
事 O
， O
现 O
在 O
已 O
经 O
实 O
现 O
了 O
“ O
十 O
化 O
” O
的 O
目 O
标 O
： O
一 O
是 O
矿 O
井 O
生 O
产 O
标 O
准 O
化 O
； O
二 O
是 O
矿 O
工 O
井 O
下 O
行 O
路 O
快 O
车 O
化 O
； O
三 O
是 O
洗 O
澡 O
一 O
条 O
龙 O
服 O
务 O
化 O
； O
四 O
是 O
职 O
工 O
食 O
堂 O
饭 O
店 O
化 O
； O
五 O
是 O
单 O
身 O
宿 O
舍 O
旅 O
馆 O
化 O
； O
六 O
是 O
职 O
工 O
家 O
庭 O
烧 O
饭 O
煤 O
气 O
化 O
； O
七 O
是 O
职 O
工 O
文 O
体 O
活 O
动 O
阵 O
地 O
化 O
（ O
建 O
成 O
职 O
工 O
体 O
育 O
中 O
心 O
、 O
文 O
化 O
教 O
育 O
中 O
心 O
和 O
职 O
工 O
游 O
乐 O
中 O
心 O
） O
； O
八 O
是 O
矿 O
区 O
园 O
林 O
化 O
； O
九 O
是 O
宿 O
舍 O
区 O
文 O
明 O
化 O
； O
十 O
是 O
职 O
工 O
生 O
活 O
“ O
四 O
自 O
一 O
无 O
” O
化 O
（ O
即 O
： O
鸭 O
、 O
蛋 O
、 O
鱼 O
、 O
蔬 O
菜 O
自 O
给 O
、 O
矿 O
区 O
无 O
待 O
业 O
现 O
象 O
） O
。 O
职 O
工 O
身 O
在 O
刘 O
一 O
， O
有 O
了 O
自 O
豪 O
感 O
、 O
优 O
越 O
感 O
、 O
幸 O
福 O
感 O
， O
企 O
业 O
凝 O
聚 O
力 O
大 O
大 O
增 O
强 O
， O
有 O
力 O
地 O
促 O
进 O
了 O
生 O
产 O
力 O
的 O
解 O
放 O
和 O
发 O
展 O
。 O

寒 O
冬 O
送 O
暖 O
情 O
系 O
乡 O
间 O
— O
— O
“ O
百 O
万 O
农 O
村 O
青 O
年 O
科 O
技 O
传 O
播 O
” O
在 O
行 O
动 O

北 B_NS
京 I
送 O
书 O
下 O
乡 O
暖 O
农 O
家 O

１ O
月 O
７ O
日 O
下 O
午 O
， O
[ O
京 B_NT
郊 I
门 I
头 I
沟 I
区 I
潭 I
柘 I
寺 I
镇 I
政 I
府 I
院 O
内 O
锣 O
鼓 O
喧 O
天 O
， O
喜 O
气 O
洋 O
洋 O
， O
就 O
像 O
过 O
大 O
年 O
一 O
样 O
热 O
闹 O
。 O
原 O
来 O
团 B_NT
中 I
央 I
和 O
[ O
北 B_NT
京 I
团 I
市 I
委 I
组 O
织 O
有 O
关 O
出 O
版 O
单 O
位 O
和 O
农 O
业 O
部 O
门 O
正 O
在 O
这 O
里 O
举 O
行 O
“ O
送 O
书 O
下 O
乡 O
， O
科 O
技 O
大 O
集 O
” O
活 O
动 O
。 O

只 O
见 O
金 O
盾 O
、 O
中 B_NS
国 I
农 O
业 O
、 O
中 B_NS
国 I
农 O
业 O
科 O
技 O
、 O
中 B_NS
国 I
林 O
业 O
、 O
[ O
中 B_NT
国 I
农 I
业 I
大 I
学 I
等 O
出 O
版 O
社 O
和 O
农 O
村 O
青 O
年 O
、 O
[ O
中 B_NT
国 I
农 I
村 I
科 I
技 I
杂 I
志 I
社 I
在 O
此 O
设 O
立 O
的 O
摊 O
点 O
前 O
， O
聚 O
集 O
了 O
１ O
０ O
０ O
０ O
多 O
人 O
， O
他 O
们 O
竞 O
相 O
索 O
取 O
科 O
技 O
书 O
刊 O
和 O
资 O
料 O
， O
并 O
向 O
出 O
版 O
界 O
的 O
领 O
导 O
和 O
编 O
者 O
们 O
反 O
映 O
自 O
己 O
对 O
有 O
关 O
实 O
用 O
科 O
技 O
书 O
刊 O
的 O
需 O
求 O
。 O
在 O
这 O
天 O
的 O
活 O
动 O
中 O
， O
各 O
出 O
版 O
社 O
和 O
杂 O
志 O
社 O
向 O
当 O
地 O
青 O
年 O
科 O
技 O
图 O
书 O
站 O
和 O
广 O
大 O
农 O
民 O
赠 O
送 O
了 O
２ O
万 O
册 O
书 O
刊 O
， O
价 O
值 O
近 O
１ O
０ O
万 O
元 O
。 O

此 O
前 O
， O
由 O
团 B_NT
中 I
央 I
、 O
[ O
新 B_NT
闻 I
出 I
版 I
署 I
组 O
织 O
开 O
展 O
的 O
“ O
全 O
国 O
农 O
村 O
青 O
年 O
最 O
喜 O
爱 O
的 O
科 O
普 O
读 O
物 O
” O
征 O
集 O
活 O
动 O
刚 O
刚 O
揭 O
晓 O
， O
在 O
全 O
国 O
７ O
７ O
家 O
出 O
版 O
社 O
推 O
荐 O
的 O
近 O
千 O
种 O
农 O
村 O
实 O
用 O
科 O
技 O
书 O
刊 O
中 O
， O
由 O
青 O
年 O
农 O
民 O
推 O
选 O
了 O
种 O
、 O
养 O
、 O
加 O
工 O
等 O
１ O
５ O
０ O
种 O
他 O
们 O
最 O
喜 O
爱 O
的 O
科 O
普 O
读 O
物 O
。 O
为 O
使 O
农 O
民 O
及 O
时 O
看 O
到 O
这 O
些 O
最 O
需 O
要 O
的 O
实 O
用 O
科 O
技 O
书 O
籍 O
， O
并 O
支 O
持 O
帮 O
助 O
农 O
村 O
青 O
年 O
在 O
冬 O
季 O
农 O
闲 O
季 O
节 O
大 O
力 O
开 O
展 O
“ O
读 O
好 O
书 O
、 O
学 O
科 O
技 O
、 O
用 O
科 O
技 O
” O
活 O
动 O
， O
各 O
有 O
关 O
团 O
组 O
织 O
和 O
出 O
版 O
单 O
位 O
响 O
应 O
团 B_NT
中 I
央 I
的 O
号 O
召 O
， O
新 O
年 O
伊 O
始 O
就 O
开 O
展 O
了 O
这 O
次 O
“ O
把 O
农 O
村 O
青 O
年 O
最 O
喜 O
爱 O
的 O
书 O
送 O
下 O
乡 O
” O
活 O
动 O
。 O
[ O
金 B_NT
盾 I
出 I
版 I
社 I
社 O
长 O
新 B_NR
明 I
表 I
达 I
表 O
达 O
了 O
出 O
版 O
界 O
的 O
共 O
同 O
愿 O
望 O
： O
今 O
后 O
一 O
定 O
要 O
面 O
向 O
农 O
村 O
， O
多 O
出 O
版 O
一 O
些 O
让 O
农 O
民 O
能 O
够 O
买 O
得 O
起 O
、 O
读 O
得 O
懂 O
、 O
用 O
得 O
上 O
的 O
科 O
技 O
图 O
书 O
。 O

江 B_NS
苏 I
乡 O
村 O
来 O
了 O
服 O
务 O
队 O

春 O
节 O
将 O
至 O
， O
虽 O
时 O
值 O
寒 O
冬 O
， O
江 B_NS
苏 I
徐 B_NS
州 I
市 I
养 O
猪 O
专 O
业 O
村 O
— O
— O
— O
丰 B_NS
县 I
赵 B_NS
庄 I
镇 I
金 B_NS
刘 I
寨 I
村 I
的 O
村 O
头 O
却 O
暖 O
意 O
融 O
融 O
、 O
热 O
闹 O
非 O
凡 O
， O
村 O
里 O
的 O
男 O
女 O
老 O
少 O
们 O
正 O
怀 O
着 O
喜 O
悦 O
的 O
心 O
情 O
聚 O
集 O
在 O
一 O
起 O
， O
急 O
盼 O
徐 B_NS
州 I
市 I
青 O
年 O
志 O
愿 O
者 O
科 O
技 O
服 O
务 O
队 O
的 O
到 O
来 O
。 O

由 O
[ O
无 B_NT
锡 I
轻 I
工 I
大 I
学 I
营 O
养 O
学 O
博 O
士 O
、 O
技 O
师 O
， O
市 O
农 O
校 O
有 O
经 O
验 O
的 O
讲 O
师 O
及 O
青 O
年 O
星 O
火 O
带 O
头 O
人 O
等 O
十 O
余 O
人 O
组 O
成 O
的 O
青 O
年 O
志 O
愿 O
者 O
科 O
技 O
服 O
务 O
队 O
一 O
下 O
车 O
， O
村 O
里 O
人 O
就 O
一 O
下 O
子 O
把 O
他 O
们 O
给 O
围 O
住 O
了 O
。 O
服 O
务 O
队 O
队 O
员 O
有 O
关 O
养 O
猪 O
的 O
科 O
学 O
知 O
识 O
介 O
